製品名,Summarized Efficacy
ユンケル黄帝Ｌ４０ＤＣＦ,"滋養強壮。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合の栄養補給"
ユンケル黄帝顆粒,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ブロニー,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
參寶,"滋養強壮、虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の"
双参,次の場合の滋養強壮：冷え症、血色不良、食欲不振、胃腸虚弱、虚弱体質、肉体疲労、病中病後。
延若禿鶏内服液,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
延若Ｈゴールド,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
活蔘力丸剤,"肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄養補給。
滋養強壮。"
ハイゼリー散「分包」,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合の
ハイゼリー顆粒,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
ハイゼリーＳＧ５０,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合の
ドックマン肝寿,滋養強壮、肉体疲労・病中病後・食欲不振・発熱性消耗性疾患・栄養障害・妊娠授乳期などの場合の栄養補給、
ドックマンビガー,"滋養強壮。
肉体疲労・発熱性消耗性疾患・病中病後・食欲不振・栄養障害・妊娠授乳期などの場合の栄養補給"
リコリス「ゼンヤク」ゴールド,滋養強壮、虚弱体質、発熱性消耗性疾患・肉体疲労・病中病後・胃腸障害・栄養障害・妊娠授乳期などの場合の
レバビタン,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
活蔘２８,"肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄養補給。
滋養強壮。"
ワンテンＰα,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合の
ゼナキング,"滋養強壮。
虚弱体質。
肉体疲労・発熱性消耗性疾患・食欲不振・病中病後・栄養障害・妊娠授乳期などの場"
サモンビガーⅠ,"滋養強壮。
虚弱体質。
肉体疲労・発熱性消耗性疾患・食欲不振・病中病後・栄養障害・妊娠授乳期などの場"
長城清心丸,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振。
チオビタゴールド２０００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合"
高砂コウジン,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
高砂ニンジン,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
回春散,次の場合の滋養強壮：胃腸虚弱、食欲不振、肉体疲労。
潤勝散,胆石の疼痛、胆のう炎の疼痛、胃腸痛、消化不良、食欲増進、腫気、肝臓病。
セパホルンＺⅢ,滋養強壮、虚弱体質、肉体疲労・病中病後・胃腸障害・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
大参茸丸,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
ユーザン,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
薬参α,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
メディキング内服液,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・胃腸障害・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
バイタック紅内服液,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
コンクレバン,"滋養強壮。
虚弱体質。
肉体疲労・病後の体力低下・胃腸障害・栄養障害・発熱性消耗性疾患・産前産後など"
コンクレバンゴールド,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・胃腸障害・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
日水補腎片,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
天好,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
エースゲンＤ,"滋養強壮、虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合"
新龍天ビタオール液,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合の
翔蔘力,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
五臓圓紅蔘内服液,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
五臓圓紅蔘内服液ロイヤル,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
皇養源内服液,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
皇養源内服液ロイヤル,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
日水清心丸,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振。
生脈宝エキス細粒Ａ,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
人参牛黄カプセル,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
天王補心丸クラシエ,体質虚弱な人の次の諸症：不眠、不安感、肩こり、息切れ、動悸、口渇、便秘。
紫華栄,虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症、発育期などの滋養強壮。
松寿仙,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振。
エナックロイヤル,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
レオピンロイヤル,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
レオピンロイヤルキャプレット,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
レオピンロイヤルｗ,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
甦脈宝内服液,滋養強壮、虚弱体質、肉体疲労・発熱性消耗性疾患・病中病後・食欲不振・栄養障害などの場合の栄養補給。
馬場安寿丸,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振。
レバコール・ファイト,次の場合の滋養強壮：肉体疲労、虚弱体質、冷え症、血色不良、病中病後、胃腸虚弱、食欲不振、発育期。
オリヂンＰ顆粒,１５歳以上：滋養強壮、虚弱体質、肉体疲労・病中病後・胃腸障害・栄養障害・発熱性消耗性疾患・産前産後な
イスクラ参馬補腎丸,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
イスクラ麦味参顆粒,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症、発育期。
レバコール,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・胃腸障害・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ウチダの人参,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
ウチダの人参錠,消化不良、強壮。
ニンジンいけだや,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
クミアイ寿煌誕ロイヤル,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
精寿,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、冷え症、血色不良。
ハチミツ,栄養剤、甘味剤、口唇の亀裂・口唇のあれ。
パナパール錠,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症、発育期。
メディセット,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症、発育期。
壮若錠,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症、発育期。
壮若,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振。
ハチミツ,総合栄養剤、矯味剤として肉体疲労・病中病後・妊産婦の栄養補給に用いる。
アプタスＺ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場合の
ニンジン末ダイコー,食欲不振、滋養強壮。
コウジンダイコー,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
ニンジンダイコー,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症。
金粒牛黄鹿茸丸,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振。
ハチミツ,栄養剤、甘味剤、口唇の亀裂・口唇のあれ。
ハチミツ,栄養剤、甘味剤、口唇の亀裂・口唇のあれ。
末広御種人参エキス錠,次の場合の滋養強壮：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え症、発育期。
ナカジマコウジン,次の場合の滋養強壮に：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え性。
ナカジマニンジン,次の場合の滋養強壮に：虚弱体質、肉体疲労、病中病後、胃腸虚弱、食欲不振、血色不良、冷え性。
フジワ五臓円（丸剤）,次の場合の滋養強壮：虚弱体質、肉体疲労、病後の体力低下、胃腸虚弱。
日薬人参五臓円,次の場合の滋養強壮：虚弱体質、肉体疲労、病後の体力低下、胃腸虚弱、食欲不振、血色不良、冷え症、発育期
